Cocunut,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
80254,29,4,M,BCR,PVE,F,"242,5307692",01/06/2013,15/10/2014,23/11/2012,"4615,384615"
80255,68,6,W,HGH,RET,F,"527,8692308",24/03/1949,01/10/9999,18/01/2011,"513,75"
80256,42,10,S,BCR,STE,M,"387,4579231",07/06/2014,01/09/2006,04/06/2007,1000
80257,70,12,M,BCR,RET,M,"520,6973846",01/01/1980,01/10/9999,28/06/2005,"1659,807692"
80258,68,1,M,BCR,RET,M,"255,1435385",01/01/1990,01/10/9999,11/03/2016,"4742,307692"
80259,31,6,M,HGH,PVE,M,"530,6763846",01/01/1992,01/02/2014,28/01/2011,"7692,307692"
80260,54,12,M,BCR,STE,F,"445,9163846",02/03/1999,25/04/2002,23/05/2005,"1281,084308"
80261,42,9,M,BCR,PVE,M,"237,1230769",01/11/1988,15/06/2007,27/07/2007,"406,5966154"
80262,70,12,D,HGH,RET,M,"272,4759231",01/05/2012,01/10/9999,18/02/2005,"790,3846154"
80263,40,4,M,HGH,PVE,M,"179,9846154",01/10/2008,01/10/2014,01/03/2013,"3692,307692"
80264,38,0,*noval*,HGH,PVE,F,"162,5165385",23/02/1979,01/09/2006,05/10/2016,"2307,692308"
80265,51,12,M,HGH,STE,M,"239,6307692",29/11/1966,04/11/2013,09/10/2004,"4615,384615"
80266,48,2,M,HGH,PVE,F,"307,6923077",01/01/1987,26/03/2007,06/12/2014,"277,1492308"
80267,60,0,M,SEC,RET,F,"184,6153846",01/01/1980,24/12/2001,06/10/2016,"180,345"
80268,67,9,M,HGH,RET,F,"389,578",01/08/2002,05/04/1993,17/01/2008,"3675,288462"
80269,48,12,M,SEC,PVE,M,"310,8510769",17/11/1999,01/06/1997,18/04/2005,"2307,692308"
80270,41,13,M,HGH,OTH,F,"1024,551308",07/12/2004,01/10/9999,10/09/2003,"5076,923077"
80271,36,10,M,BCR,STE,F,"488,8138462",01/09/2013,13/08/2014,12/12/2006,"4615,384615"
80272,26,4,S,HGH,STE,F,"258,8908462",31/10/1991,24/10/2011,26/12/2012,"1897,726615"
80273,56,11,M,HGH,STE,M,"273,5692308",15/01/2015,09/08/1989,19/07/2005,"4615,384615"
80274,67,10,D,BCR,RET,F,"272,3944615",01/01/1992,01/10/9999,20/04/2007,"987,9807692"
80275,53,13,M,HGH,PVE,M,"177,0923077",01/01/1981,03/04/2006,28/02/2004,"603,3655385"
80276,34,7,M,HGH,PVE,M,"254,7002308",01/01/2013,10/01/2011,03/09/2009,"7493,408923"
80277,33,2,S,HGH,PVE,M,"306,7846154",30/06/1987,01/10/2012,15/11/2014,"721,4640769"
80278,43,11,M,HGH,PVE,F,"397,8846154",01/09/2007,01/11/2011,09/07/2005,"1687,249231"
80279,44,3,M,BCR,PVE,F,"407,6923077",01/01/2010,01/12/2003,26/11/2013,"467,2713846"
80280,38,1,M,HGH,PVE,F,"467,7",13/09/1979,01/07/2015,21/07/2015,"2307,692308"
80281,34,7,M,HGH,PVE,M,"428,5846154",06/11/2010,06/03/2006,01/07/2010,"2076,923077"
80282,27,5,S,HGH,PVE,M,"283,8461538",20/02/2013,01/12/2014,29/12/2011,"8326,009846"
80283,54,11,D,BCR,STE,M,"403,8461538",01/09/1996,01/07/1983,03/08/2005,"245,5361538"
80284,50,2,M,HGH,PVE,M,"493,0061538",01/06/2005,21/05/2012,01/10/2014,"4615,384615"
80285,29,4,S,HGH,PVE,M,233,01/01/2001,01/08/2012,21/06/2013,"4615,384615"
80286,40,0,M,HGH,PVE,M,"343,4930769",09/04/1977,01/10/9999,04/10/2016,"2307,692308"
80287,43,9,M,HGH,PVE,F,"196,4066154",01/05/1993,29/05/2009,23/01/2008,"2077,957"
80288,68,1,M,HGH,RET,M,"405,1273077",24/02/2005,01/10/9999,13/07/2015,"5366,711538"
80289,38,14,S,HGH,PVE,M,"165,7626154",27/09/1997,08/09/2016,07/03/2003,"2434,613615"
80290,62,5,M,HGH,STE,F,"266,6880769",01/05/1987,01/12/2014,28/12/2011,"3063,507308"
80291,51,2,M,HGH,PVE,F,"181,4692308",01/01/2004,01/01/2004,14/01/2015,"613,4954615"
80292,44,14,S,BCR,PVE,F,"1216,539385",01/02/1982,10/03/2003,21/03/2003,"1461,538462"
80293,38,4,M,HGH,PVE,M,"268,0453077",01/05/1993,01/01/2013,15/11/2012,"2307,692308"
80294,27,0,S,HGH,PVE,M,"340,5796923",01/01/2007,15/01/2014,06/10/2016,"7692,307692"
80295,47,9,S,HGH,SFE,F,"161,3307692",01/05/1999,01/01/2008,18/01/2008,"3895,381692"
80296,64,0,M,HGH,RET,F,"205,4821538",01/01/2000,01/10/9999,07/10/2016,"855,2656923"
80297,49,11,M,BCR,STE,F,"278,2859231",01/02/2008,03/09/2013,21/12/2005,"4615,384615"
80298,44,1,M,HGH,SFE,M,"171,2615385",14/09/1973,28/08/2009,29/06/2016,"4615,384615"
80299,50,12,M,BCR,STE,M,"388,1092308",18/01/2011,03/09/2001,28/07/2004,"876,4220769"
80300,57,12,M,HGH,STE,F,"262,6698462",03/09/2003,01/07/1995,21/07/2004,"2307,692308"
80301,43,4,S,HGH,PVE,F,"398,1461538",01/05/2011,22/02/2011,31/01/2013,"553,2692308"
80302,64,12,M,HGH,RET,M,"256,0461538",01/11/1987,01/10/9999,16/09/2004,"5366,711538"
80303,28,1,S,BCR,PVE,M,"384,6153846",21/02/1989,01/01/2014,21/06/2016,"237,6130769"
80304,51,10,D,PHD,STE,F,"911,9",01/01/1993,15/04/2013,09/02/2007,"7692,307692"
80305,57,11,W,PRS,STE,F,"242,9065385",07/01/1991,24/11/1986,12/06/2006,"1900,044615"
80306,46,11,M,HGH,PVE,M,"633,1532308",10/08/1971,01/11/2010,27/03/2006,"2307,692308"
80307,64,11,M,HGH,RET,M,"212,6621538",01/07/1958,01/10/9999,09/05/2006,"3477,692308"
80308,38,5,M,HGH,PVE,F,"316,9230769",22/11/2007,01/01/2010,14/06/2012,"308,9920769"
80309,48,12,M,HGH,PVE,M,"341,9384615",01/06/1975,01/08/1997,13/04/2005,"3909,936769"
80310,27,2,S,HGH,PVE,M,"418,8",01/05/2013,01/04/2015,24/03/2015,"1185,576923"
80311,36,8,S,BCR,STE,F,"598,682",01/01/2010,01/08/2013,22/05/2009,"4615,384615"
80312,35,11,S,HGH,PVE,M,"380,6076923",10/03/2000,01/04/2009,26/07/2005,"6923,076923"
80313,60,0,M,HGH,PVE,M,"269,2307692",01/10/1970,01/03/2005,08/10/2016,"270,5255385"
80314,72,5,M,HGH,RET,M,"212,5196923",01/01/2009,01/10/9999,27/04/2012,"1580,769231"
80315,40,4,M,HGH,PVE,M,"233,3307692",07/05/1977,01/10/2012,23/10/2012,"6153,846154"
80316,37,9,S,BCR,PVE,M,"382,8461538",01/01/1983,01/11/2007,03/12/2007,"4615,384615"
80317,38,9,S,HGH,STE,M,"417,8103846",21/01/2005,01/02/2003,08/10/2007,"5757,319538"
80318,29,9,M,HGH,PVE,F,"246,9230769",01/01/2010,02/07/2007,06/08/2007,"5694,907923"
80319,59,2,M,HGH,SFE,M,"168,7538462",08/10/1958,01/10/9999,10/12/2014,"2307,692308"
80320,51,13,M,HGH,STE,F,"347,4923077",01/06/1987,04/10/1985,16/10/2003,"1314,633154"
80321,35,0,M,BCR,PVE,F,"307,6923077",01/01/2004,01/07/2014,06/10/2016,"475,3846154"
80322,50,4,M,HGH,STE,M,"431,2366923",17/11/1991,01/11/2002,29/03/2013,"2307,692308"
80323,38,13,S,BCR,STE,F,"401,2771538",01/05/1993,10/11/2008,11/11/2003,"4615,384615"
80324,58,0,M,HGH,RET,F,"305,3846154",01/06/1985,25/12/2001,07/10/2016,"233,7228462"
80325,65,2,M,HGH,RET,F,"279,2587692",01/01/2008,09/11/1999,22/08/2014,"641,464"
80326,39,11,M,HGH,PVE,F,"448,3992308",07/03/1978,01/11/2013,11/10/2005,"4615,384615"
80327,33,6,M,BCR,STE,M,"471,0692308",01/06/1992,12/10/2010,14/10/2010,"3946,153846"
80328,66,10,M,HGH,RET,F,"188,8052308",10/02/1980,01/10/9999,06/09/2006,"1817,884615"
80329,62,10,M,HGH,RET,M,"234,1863846",15/08/1987,01/10/9999,07/07/2006,"2307,692308"
80330,43,0,M,HGH,STE,F,"284,6153846",15/03/1994,21/09/2000,06/10/2016,"372,7807692"
80331,70,3,M,HGH,RET,M,"210,863",01/01/2000,01/10/9999,16/08/2013,"2213,076923"
80332,44,10,M,HGH,PVE,F,"541,1793077",13/10/2009,01/10/2006,02/10/2006,"538,4615385"
80333,23,3,S,HGH,PVE,M,"284,4414615",05/08/1994,01/09/2014,18/11/2013,"4615,384615"
80334,54,12,M,HGH,PVE,M,"295,5230769",10/04/1994,01/02/2014,14/10/2004,"1372,107692"
80335,29,5,S,HGH,PVE,F,"171,5301538",23/12/2009,01/06/2011,28/05/2012,"2335,623692"
80336,46,9,M,BCR,STE,F,"558,1461538",01/01/2014,15/10/2008,25/06/2008,"572,6782308"
80337,62,12,M,HGH,RET,M,"307,5584615",15/08/1975,01/10/9999,18/11/2004,"1738,846154"
80338,36,12,S,HGH,PVE,M,"174,3589231",02/07/1981,01/11/2011,14/03/2005,"1153,846154"
80339,29,4,S,HGH,PVE,M,"166,7076923",20/02/1988,22/07/2009,01/11/2012,"1037,155"
80340,67,0,M,HGH,RET,F,"211,5027692",05/12/1975,01/10/9999,03/10/2016,0
80341,37,10,M,HGH,STE,F,"304,2887692",31/07/1999,01/03/2004,21/10/2006,"4829,085692"
80342,66,5,M,HGH,RET,M,"334,1738462",27/09/2004,01/10/9999,25/07/2011,"5216,538462"
80343,69,15,W,BCR,RET,F,"326,8226154",07/07/2005,01/10/9999,22/02/2002,"869,4230769"
80344,46,11,M,HGH,STE,M,"408,281",20/05/1996,18/11/2002,27/02/2006,"2307,692308"
80345,35,1,M,BCR,PVE,F,"274,5923077",01/01/2014,21/09/2015,09/02/2016,"2307,692308"
80346,33,5,M,HGH,PVE,F,207,01/01/2010,05/10/2012,04/11/2011,"2307,692308"
80347,65,11,M,HGH,RET,M,"200,9605385",16/04/1963,01/10/9999,02/11/2005,"4189,038462"
80348,39,11,M,BCR,STE,M,"766,3384615",11/07/1978,01/08/2005,11/10/2005,"2307,692308"
80349,52,2,M,HGH,PVE,F,"196,441",01/03/2005,16/09/2008,19/12/2014,"161,5384615"
80350,66,11,M,HGH,RET,F,"216,5367692",21/10/2008,01/10/9999,11/07/2005,"238,0016154"
80351,57,8,M,HGH,PVE,F,"176,9230769",01/01/1998,01/08/2013,23/12/2008,"1561,331154"
80352,69,12,W,HGH,RET,F,"716,7288462",01/06/2008,01/10/9999,22/03/2005,"5370,663462"
80353,59,4,W,HGH,RET,F,"423,0769231",01/01/1986,15/05/2000,20/06/2013,"261,3823077"
80354,45,13,S,BCR,PVE,F,"1922,676923",13/07/2001,19/05/2002,10/07/2003,"2307,692308"
80355,43,10,M,HGH,PVE,F,"230,7692308",01/01/1994,01/09/2016,09/01/2007,"309,7447692"
80356,37,10,D,BCR,PVE,F,"231,1283846",01/05/2008,20/09/2008,18/04/2007,"2307,692308"
80357,41,13,M,HGH,PVE,M,"661,8076923",07/05/2006,01/01/2016,23/02/2004,"2307,692308"
80358,40,14,M,HGH,PVE,M,"186,9230769",01/02/2012,15/02/2002,14/03/2003,"632,3076923"
80359,40,11,M,BCR,PVE,M,"1992,530769",01/10/1996,01/11/2005,08/12/2005,"15384,61538"
80360,38,0,M,BCR,STE,F,"382,2261538",01/01/2005,24/10/2008,06/10/2016,"2307,692308"
80361,70,15,M,HGH,RET,M,"921,9923077",01/01/1980,01/10/9999,19/10/2001,"790,3846154"
80362,49,13,M,HGH,PVE,M,"431,7230769",26/06/1968,01/07/2005,27/05/2004,"801,6266923"
80363,65,11,M,BCR,RET,M,"331,9747692",19/10/2010,01/10/9999,05/08/2005,"5366,711538"
80364,54,11,M,HGH,PVE,F,"451,0786154",29/05/1987,07/06/2006,20/07/2005,"1632,847154"
80365,33,0,M,HGH,STE,M,"307,0338462",07/07/1984,01/12/2012,15/09/2016,"2085,884615"
80366,55,1,M,HGH,SFE,M,"462,2307692",01/01/1986,03/02/2008,21/12/2015,"2397,941154"
80367,53,10,M,BCR,STE,F,"309,4461538",31/12/2002,09/07/1986,02/03/2007,"2475,295538"
80368,29,7,S,BCR,PVE,F,"461,6267692",20/06/1988,01/02/2015,07/09/2009,"6616,986846"
80369,60,0,M,HGH,STE,M,"323,0769231",15/10/1970,01/09/2005,06/10/2016,"237,6130769"
80370,37,11,M,HGH,PVE,F,"371,2012308",10/11/1980,18/09/2005,08/08/2005,"1291,789769"
80371,47,11,M,BCR,STE,M,"458,0384615",22/07/1970,14/04/2003,15/09/2005,"2307,692308"
80372,50,12,M,HGH,STE,F,"193,8507692",10/04/1984,01/05/1988,23/05/2005,"2307,692308"
80373,42,10,M,HGH,PVE,F,"168,3584615",01/01/2000,06/06/2006,01/12/2006,"2307,692308"
80374,69,0,D,HGH,RET,F,"187,1591538",01/01/2002,01/10/9999,06/10/2016,"1699,326923"
80375,62,0,M,BCR,RET,F,"269,2307692",10/10/2006,25/12/2001,07/10/2016,"396,0746154"
80376,62,10,M,BCR,RET,M,"471,9955385",01/12/1999,01/10/9999,08/11/2006,"637,0520769"
80377,27,2,S,HGH,PVE,M,"194,6153846",31/12/2001,01/02/2014,24/10/2014,"2307,692308"
80378,63,13,W,HGH,RET,F,"231,9630769",01/06/1986,01/10/9999,08/01/2004,"382,2311538"
80379,54,11,W,HGH,STE,M,"220,8521538",31/12/1965,02/03/1987,01/09/2005,"6538,461538"
80380,45,3,M,HGH,PVE,M,"366,6160769",01/01/2012,12/05/2015,19/12/2013,"475,1153846"
80381,37,10,M,HGH,PVE,M,"527,7856923",01/01/1982,01/10/2006,02/10/2006,"1153,846154"
80382,30,9,S,HGH,PVE,F,"605,3783077",01/01/2012,01/01/2010,28/02/2008,"7692,307692"
80383,57,0,M,HGH,STE,M,"951,0938462",01/05/2005,24/02/1982,06/10/2016,"790,3846154"
80384,71,7,S,HGH,RET,M,"213,6553846",23/11/1946,01/10/9999,29/03/2010,"2213,076923"
80385,29,7,S,HGH,PVE,M,"502,8769231",05/08/2003,01/11/2009,27/11/2009,"7449,587769"
80386,46,11,M,HGH,STE,M,"321,0473077",01/06/2003,01/06/1996,08/07/2005,"3612,441615"
80387,28,11,S,BCR,PVE,F,"441,6346923",01/01/2013,01/02/2015,29/03/2006,"961,5384615"
80388,54,12,W,HGH,PVE,F,"417,0230769",01/07/1970,17/07/1984,01/07/2005,"2970,354615"
80389,62,11,M,HGH,RET,F,"319,7172308",10/09/1998,01/10/9999,20/07/2005,"1998,284385"
80390,59,2,W,HGH,STE,M,"749,9824615",01/05/1989,26/06/1989,28/08/2014,"7692,307692"
80391,61,3,M,HGH,RET,F,"154,3569231",12/12/2004,01/10/9999,17/02/2014,"1185,576923"
80392,67,13,M,BCR,RET,M,"283,4520769",22/04/2005,01/10/9999,16/03/2004,"1975,961538"
80393,60,3,M,MAS,RET,M,"628,9213077",01/01/2003,01/10/9999,27/08/2013,"5680,764923"
80394,48,0,M,PRS,PVE,F,"333,9282308",20/03/1994,22/06/2015,06/10/2016,"4615,384615"
80395,46,1,M,HGH,STE,F,"309,0153846",01/01/2015,26/06/1990,30/05/2016,0
80396,55,15,M,HGH,PVE,F,"767,6354615",13/05/1984,16/04/2002,22/04/2002,"4769,230769"
80397,53,2,M,HGH,STE,M,"296,2153846",18/10/1964,01/06/1995,06/06/2015,"1402,275308"
80398,28,1,M,PRS,PVE,M,"327,9767692",01/01/2014,01/04/2016,02/06/2016,"2307,692308"
80399,46,0,M,HGH,PVE,F,"189,1769231",04/09/1991,01/10/9999,04/10/2016,"4615,384615"
80400,63,13,M,BCR,STE,M,"1453,092308",30/07/2004,16/09/2011,05/06/2004,"4615,384615"
80401,48,11,M,PRS,PVE,F,"192,3076923",31/12/2012,06/07/2015,08/08/2005,"2307,692308"
80402,69,0,S,HGH,RET,F,"223,8076923",16/07/1948,01/10/9999,06/10/2016,"4939,903846"
80403,57,11,S,BCR,STE,F,"682,3128462",01/01/2004,08/05/2006,22/03/2006,"2307,692308"
80404,47,2,M,HGH,PVE,M,"306,9384615",01/01/1986,16/10/2014,10/10/2014,"2307,692308"
80405,63,11,M,BCR,RET,F,"156,2719231",01/01/1986,01/10/9999,07/11/2005,"3025,592308"
80406,47,11,M,HGH,PVE,F,"230,7692308",11/04/1983,01/01/2014,06/12/2005,"2307,692308"
80407,65,11,M,BCR,STE,F,"420,5427692",01/01/1980,18/06/1997,04/10/2005,"1756,276231"
80408,62,12,M,HGH,RET,M,"205,7157692",01/01/1987,01/10/9999,16/03/2005,"2307,692308"
80409,25,1,M,HGH,PVE,M,"212,0507692",28/02/1992,01/09/2011,10/06/2016,"390,9800769"
80410,41,0,M,HGH,STE,M,"315,3846154",01/01/2008,01/01/2003,06/10/2016,"348,5361538"
80411,52,0,M,HGH,STE,M,"768,1384615",23/10/1965,01/10/9999,12/10/2016,"2307,692308"
80412,40,13,M,BCR,PVE,M,"221,8296923",28/04/1977,01/04/2002,18/11/2003,"4276,806846"
80413,29,1,S,PRS,PVE,M,"344,3923077",10/06/1988,01/10/2009,23/02/2016,"169,0769231"
80414,47,0,S,HGH,RET,F,"219,2307692",01/10/2012,28/12/2001,10/10/2016,"475,3846154"
80415,55,12,M,HGH,STE,M,"446,1538462",01/10/9999,01/10/9999,20/05/2005,"158,4615385"
80416,69,12,M,HGH,RET,M,"310,7116923",01/01/1971,01/10/9999,28/06/2005,"1580,769231"
80417,27,1,S,HGH,PVE,M,"269,2384615",11/01/1990,20/08/2015,27/08/2015,"480,9760769"
80418,47,12,M,HGH,SFE,F,"232,8723077",22/12/1996,09/04/2007,28/12/2004,"4005,367154"
80419,45,0,D,BCR,PVE,F,"204,7692308",01/01/1993,01/01/2008,14/10/2016,"2307,692308"
80420,63,11,S,HGH,STE,M,"350,5769231",01/05/1974,04/01/1976,03/11/2005,"154,4207692"
80421,67,9,W,HGH,RET,F,"271,1646154",01/09/1980,01/10/9999,23/08/2007,"2805,865385"
80422,59,13,M,BCR,STE,M,"813,3461538",01/05/1989,01/06/1983,01/10/2003,"2307,692308"
80423,34,9,M,BCR,PVE,F,"1158,215385",01/01/2012,01/01/2016,26/06/2008,"13846,15385"
80424,51,6,M,BCR,PVE,F,"553,8461538",01/03/2010,01/02/2004,20/04/2011,"277,2997692"
80425,55,12,M,BCR,PVE,M,"476,9230769",01/10/2006,01/02/2007,16/05/2005,"709,7492308"
80426,26,2,S,HGH,PVE,M,"263,4856154",29/04/1991,01/04/2014,06/10/2014,"2134,038462"
80427,59,0,M,HGH,STE,F,"172,2192308",01/01/2010,01/01/2006,12/10/2016,"1035,602154"
80428,39,1,M,HGH,PVE,M,"238,4615385",24/02/2010,01/11/2015,25/11/2015,453
80429,66,9,S,HGH,RET,F,"203,7733077",01/06/2008,01/10/9999,20/05/2008,4110
80430,66,7,M,HGH,RET,M,"309,0124615",22/06/1986,01/10/9999,15/09/2009,"796,315"
80431,41,11,M,BCR,STE,F,"273,1461538",01/06/1997,16/12/2002,19/09/2005,"2900,711538"
80432,32,0,M,BCR,PVE,F,"1049,320077",16/07/2006,01/10/9999,10/10/2016,"3076,923077"
80433,31,4,S,HGH,PVE,M,"227,5",01/06/1988,01/02/2012,14/05/2013,"2307,692308"
80434,43,11,M,HGH,PVE,M,"333,3307692",09/06/1974,08/06/2015,29/05/2006,"2307,692308"
80435,42,3,M,HGH,PVE,F,"176,9230769",01/06/2005,01/10/9999,27/03/2014,"456,9476154"
80436,40,6,M,HGH,PVE,M,"1352,715385",01/10/2000,04/10/2003,02/06/2011,"8461,538462"
80437,32,12,S,HGH,PVE,F,"291,2187692",01/01/1996,15/12/2004,14/12/2004,"7055,197846"
80438,29,4,M,HGH,PVE,M,"230,7692308",01/01/2013,06/01/2014,21/12/2012,"934,9848462"
80439,63,10,M,HGH,RET,F,"146,1103077",01/01/1999,01/10/9999,04/11/2006,"2371,153846"
80440,47,6,M,HGH,STE,M,"553,8461538",01/02/2008,15/09/1991,14/12/2010,"295,1346154"
80441,44,4,M,HGH,STE,M,"674,9384615",01/07/2010,15/05/1995,17/12/2012,"969,4907692"
80442,57,9,S,HGH,STE,F,"390,5153846",25/12/2007,16/05/2011,23/06/2008,"2307,692308"
80443,50,0,D,HGH,STE,F,"191,9230769",02/02/2010,05/12/1988,11/10/2016,"1538,461538"
80444,34,0,S,HGH,PVE,M,"171,6923077",01/01/1997,04/04/2016,10/10/2016,"565,158"
80445,55,11,D,BCR,STE,M,"445,4753846",01/05/1983,15/12/2010,30/08/2005,"2307,692308"
80446,51,12,M,HGH,STE,M,"565,2157692",01/01/1969,01/07/1991,12/05/2005,"6799,89"
80447,73,0,M,HGH,RET,M,"155,77",10/08/1944,01/10/9999,10/10/2016,"1185,576923"
80448,62,7,W,HGH,RET,F,"162,6418462",01/01/2014,01/10/9999,02/03/2010,"4347,115385"
80449,34,2,M,HGH,PVE,M,"285,5538462",26/11/1983,11/04/2014,06/04/2015,"3452,007077"
80450,25,4,S,HGH,PVE,M,"225,7521538",18/08/1992,20/05/2013,13/06/2013,"2804,550692"
80451,63,9,W,HGH,RET,F,"212,0538462",31/12/1980,01/10/9999,16/11/2007,"2371,153846"
80452,69,11,M,BCR,RET,M,"383,8200769",01/01/1975,01/10/9999,26/05/2006,"4505,192308"
80453,50,13,D,BCR,PVE,M,"278,5433846",17/08/1974,15/11/2014,14/06/2004,"2493,548385"
80454,58,11,D,BCR,PVE,F,"2090,092308",01/09/2006,01/03/2006,22/06/2006,"2307,692308"
80455,51,12,M,BCR,PVE,M,"196,4166923",13/12/1966,01/05/2014,28/04/2005,"2428,336769"
80456,60,0,M,HGH,PVE,M,"213,8559231",22/07/1957,06/06/2013,30/09/2016,"4615,384615"
80457,49,12,D,HGH,STE,M,"439,2076923",01/03/2011,01/12/1996,27/06/2005,"2307,692308"
80458,45,2,M,HGH,PVE,F,"185,8452308",01/01/2000,01/03/2015,13/11/2014,"2307,692308"
80459,22,0,S,HGH,PVE,M,"253,8461538",24/02/2015,01/02/2016,13/10/2016,"276,2776923"
80460,67,1,W,HGH,RET,F,"226,182",01/01/1965,01/10/9999,15/10/2015,"1192,236154"
80461,51,3,M,HGH,STE,F,"550,9923077",01/01/1980,12/05/1995,23/11/2013,"2307,692308"
80462,54,6,D,HGH,STE,F,"311,1384615",18/08/1972,22/08/1995,29/07/2010,"1076,923077"
80463,24,2,M,BCR,PVE,F,"261,5384615",10/09/2014,01/02/2013,18/08/2014,"322,6752308"
80464,68,4,M,HGH,RET,M,"166,9851538",01/08/1978,01/10/9999,31/10/2012,"1833,692308"
80465,59,5,M,HGH,PVE,M,"227,1692308",02/08/1958,24/08/2008,08/06/2012,6500
80466,29,10,S,BCR,PVE,F,"654,3769231",01/01/1995,24/11/2014,10/12/2006,"7692,307692"
80467,61,10,M,HGH,RET,F,"213,7532308",01/01/1980,01/10/9999,09/01/2007,"6289,418385"
80468,59,0,M,HGH,PVE,M,"381,2033077",21/04/1979,01/07/2016,10/10/2016,"84,85615385"
80469,57,3,M,HGH,RET,F,"151,4",01/03/1960,01/10/9999,27/06/2014,"3083,881077"
80470,55,9,M,HGH,STE,F,"213,4230769",01/05/1989,05/09/2012,31/03/2008,"4076,923077"
80471,72,10,M,PRS,RET,F,"267,7153846",24/06/1999,01/10/9999,01/08/2006,"2924,423077"
80472,39,12,S,BCR,PVE,M,"773,2913846",01/01/1986,01/09/2016,19/10/2004,"993,7996154"
80473,34,5,S,BCR,STE,F,"357,4646923",30/09/1983,24/12/2012,19/07/2011,"891,2975385"
80474,59,14,M,HGH,STE,M,"363,7866923",01/03/1980,25/07/1983,25/03/2003,"961,9520769"
80475,36,9,M,HGH,PVE,M,"368,1215385",01/01/2007,14/02/2008,23/08/2007,"7964,934538"
80476,60,12,M,BCR,RET,F,"260,9199231",01/04/1980,01/10/9999,03/09/2004,"2307,692308"
80477,42,4,S,HGH,PVE,M,"168,9763077",28/11/1975,01/12/2007,14/05/2013,"4307,692308"
80478,29,14,M,HGH,PVE,F,"168,8098462",09/07/1988,01/03/2014,05/03/2003,"2307,692308"
80479,64,9,M,HGH,PVE,M,"269,8873077",27/11/1953,11/06/2007,09/07/2007,"4334,929846"
80480,51,8,M,BCR,STE,F,"388,4153846",15/08/1992,01/10/9999,03/02/2009,"2307,692308"
80481,59,10,M,HGH,PVE,M,"327,535",01/05/1984,20/02/2012,21/07/2006,"7153,846154"
80482,63,5,M,HGH,RET,F,"204,6625385",01/01/1989,01/10/9999,20/01/2012,"3335,423077"
80483,38,6,S,BCR,PVE,M,"276,9230769",14/08/2013,15/06/2015,22/06/2011,"3846,153846"
80484,47,2,M,HGH,PVE,M,"167,1013846",23/12/1970,01/04/2016,02/12/2014,"813,1933077"
80485,45,12,M,HGH,SFE,M,"171,4538462",15/06/1995,01/05/2013,16/06/2005,"2307,692308"
80486,50,9,M,BCR,STE,M,"867,7239231",27/03/2010,11/05/1998,11/01/2008,"1805,289154"
80487,68,6,W,HGH,RET,F,"247,4030769",01/06/1966,10/12/1995,22/09/2010,"2371,153846"
80488,57,13,S,BCR,STE,F,"499,6753077",01/08/2010,01/06/2004,23/07/2003,"2307,692308"
80489,58,12,M,BCR,RET,M,"523,0408462",08/12/2008,01/10/9999,29/03/2005,"1420,191231"
80490,35,9,S,HGH,PVE,M,"489,3066923",11/02/1982,16/03/2008,23/10/2007,"3680,972769"
80491,42,12,M,HGH,PVE,M,"816,8507692",22/08/2008,01/01/2010,16/02/2005,"9449,869385"
80492,58,4,S,HGH,RET,F,"174,1230769",01/01/2010,01/10/9999,22/11/2012,"4347,115385"
80493,28,2,S,HGH,PVE,F,"372,9461538",01/01/1998,01/08/2014,21/07/2014,"807,3685385"
80494,54,1,S,HGH,STE,M,"348,3586923",24/07/1963,23/05/1997,10/02/2016,"4615,384615"
80495,63,13,M,HGH,RET,F,"446,9183077",01/09/1992,01/10/9999,22/01/2004,"7903,846154"
80496,66,13,M,HGH,OTH,M,"491,6153077",27/11/2009,01/10/9999,28/07/2003,"2371,153846"
80497,57,11,D,BCR,STE,F,"1259,050538",01/08/1990,01/08/2012,17/09/2005,"8023,351077"
80498,40,5,D,BCR,STE,F,"217,9205385",08/03/1977,06/09/2004,14/12/2011,"5039,427"
80499,23,4,S,HGH,PVE,M,"260,9320769",30/11/1994,01/06/2014,25/12/2012,"2093,393692"
80500,38,10,M,HGH,STE,F,"499,4390769",01/01/2010,23/03/2003,06/07/2006,"7692,307692"
80501,59,12,M,HGH,STE,F,"239,0461538",01/05/1971,04/07/2000,20/04/2005,"2307,692308"
80502,62,0,M,BCR,RET,F,"272,5223077",01/01/1985,01/10/9999,13/10/2016,"2307,692308"
80503,67,6,S,BCR,RET,M,"211,96",01/05/2004,01/10/9999,17/08/2010,"4426,153846"
80504,27,0,S,HGH,PVE,M,"203,8461538",07/08/1990,01/02/2016,13/10/2016,"2307,692308"
80505,60,0,W,HGH,RET,F,"158,3563846",01/05/2010,01/10/9999,20/07/2016,"2307,692308"
80506,49,13,M,HGH,STE,M,"380,2538462",24/09/1968,16/07/1987,23/12/2003,"1219,789923"
80507,63,1,M,BCR,STE,M,"508,1692308",01/10/1987,01/09/2010,07/06/2016,"2307,692308"
80508,49,12,M,BCR,STE,F,"379,3",31/10/2004,01/02/1996,13/09/2004,"2307,692308"
80509,39,12,M,HGH,STE,M,"763,7109231",14/03/1978,01/10/2001,24/03/2005,"9230,769231"
